row_id,age_years,employment_length_years,annual_income_eur,loan_amount_eur,loan_duration_months,num_past_due,num_open_loans,credit_history_length_years,savings_balance_eur,checking_balance_eur,installment_rate_pct,debt_to_income_ratio,has_guarantor,housing_status,purpose,marital_status,education_level,num_dependents,has_phone,foreign_worker,commute_distance_km,digital_literacy_score,smartphone_usage_hours,online_purchase_count_last_month,late_night_activity_ratio,cash_withdrawal_ratio,returned_credit
332,39,7.1,6906,17408,36,1,2,10.9,0,1274,12.09,0.69,0,own,car,married,primary,2,1,0,11.8,55.4,1.9,2,0.27,0.69,0
333,25,0.1,75535,19161,24,0,4,0.0,0,2671,7.77,0.58,0,rent,car,married,secondary,2,1,0,12.2,35.4,2.7,5,0.17,0.65,1
334,45,15.9,25996,6794,12,0,3,23.9,0,297,8.33,0.62,0,rent,car,single,tertiary,0,1,0,26.8,92.7,2.7,5,0.01,0.93,1
335,34,1.2,19210,26363,24,0,2,2.8,19375,-1158,9.12,0.44,1,own,business,single,tertiary,1,1,0,17.1,43.7,2.3,10,0.15,0.41,0
336,34,0.5,20907,6952,36,0,3,13.5,31031,2288,7.67,1.06,0,own,medical,single,primary,2,1,0,16.3,35.0,1.5,3,0.27,0.63,1
337,28,4.6,65641,4478,48,1,2,6.3,8223,527,9.67,0.69,0,free,car,married,secondary,2,1,0,8.1,66.9,12.0,1,0.45,0.86,1
338,38,12.6,31229,4894,36,3,2,15.6,1816,1643,14.9,0.8,0,own,home_improvement,married,tertiary,0,1,0,10.3,64.7,2.8,7,0.28,0.53,0
339,29,15.9,30227,17472,24,3,3,0.8,493,1271,15.1,0.3,0,own,business,single,primary,1,1,0,13.8,33.3,6.6,6,0.14,0.53,1
340,22,3.2,53971,25040,60,1,2,0.0,0,67,15.63,0.41,0,rent,car,single,secondary,1,1,0,6.1,83.4,9.1,4,0.11,0.16,0
341,58,3.0,19130,22051,36,0,1,38.0,0,999,10.78,0.85,0,mortgage,education,widowed,primary,2,1,0,0.8,59.2,1.2,5,0.42,0.66,0
342,40,8.4,26194,14501,36,1,2,18.5,1878,290,11.94,0.41,0,mortgage,car,single,primary,0,0,0,14.9,35.7,7.6,7,0.45,0.71,1
343,53,4.4,31921,15504,60,1,5,31.8,1583,-254,15.35,0.47,0,rent,car,married,tertiary,1,1,0,15.4,86.4,4.2,2,0.1,0.45,1
344,44,14.7,55460,10986,60,0,4,24.7,2049,1267,10.38,0.22,0,own,car,single,secondary,1,1,0,9.6,73.2,3.1,6,0.25,0.46,1
345,24,11.4,36195,27663,36,0,2,8.0,8435,-142,21.73,0.79,0,mortgage,business,married,secondary,1,1,0,10.0,83.4,1.4,8,0.04,0.52,1
346,43,2.1,29818,15069,24,0,1,17.9,5437,97,18.57,0.63,0,own,car,married,primary,2,1,0,28.0,53.3,1.8,3,0.16,0.79,1
347,51,2.0,36883,4793,48,0,3,30.6,2225,1494,12.45,1.13,0,free,vacation,married,secondary,1,1,0,13.8,86.1,1.4,5,0.48,0.62,1
348,36,2.7,17706,18056,24,2,2,16.9,991,2027,19.62,0.34,0,own,car,married,secondary,1,1,0,9.9,56.7,6.1,3,0.26,0.72,1
349,45,0.5,44698,21670,48,1,1,25.3,1721,864,9.52,0.67,0,own,vacation,single,secondary,2,1,0,8.5,91.4,3.5,0,0.46,0.81,0
350,44,7.7,18362,23095,24,5,1,18.4,3027,-619,12.4,0.74,0,rent,car,married,primary,0,1,0,17.4,47.4,1.8,6,0.29,0.5,0
351,45,1.7,70357,54959,24,1,3,23.6,350,684,15.77,0.63,0,own,furniture,married,secondary,3,1,0,24.4,54.0,4.2,3,0.31,0.8,0
352,35,2.5,17191,18782,36,0,1,11.9,22477,1549,9.09,0.38,0,mortgage,home_improvement,single,tertiary,0,1,0,2.6,75.8,2.0,4,0.15,0.26,0
353,37,0.7,31890,7602,36,2,0,20.5,3604,32,5.16,0.79,0,rent,business,married,secondary,2,1,0,13.1,85.6,1.6,4,0.16,0.57,1
354,39,3.2,30058,13397,12,1,3,20.6,5069,2069,21.71,0.37,0,mortgage,car,single,secondary,2,1,0,3.7,49.9,2.7,5,0.26,0.75,1
355,32,1.8,37035,26567,48,1,4,14.4,1113,0,10.53,0.55,0,mortgage,home_improvement,single,secondary,3,1,1,37.6,51.3,4.4,8,0.24,0.42,0
356,23,2.2,33655,20493,24,0,1,6.0,8479,1631,9.37,0.67,0,rent,vacation,married,primary,3,1,0,5.3,86.7,2.2,6,0.27,0.74,0
357,28,9.3,58535,4915,24,0,2,0.0,896,-543,8.68,0.37,0,rent,car,married,secondary,1,1,0,11.8,48.9,3.5,5,0.07,0.42,1
358,22,2.0,23920,20887,48,0,0,0.0,3812,1222,11.3,0.39,0,own,car,single,primary,4,1,0,12.3,39.7,1.9,4,0.21,0.47,1
359,27,0.2,36087,14393,48,1,6,9.9,3034,1715,12.98,0.56,0,mortgage,home_improvement,married,tertiary,1,1,0,10.4,90.8,5.5,4,0.09,0.56,1
360,64,6.4,15704,10845,24,0,2,43.6,1931,4021,19.61,0.46,0,rent,car,divorced,tertiary,3,1,0,5.2,57.8,4.2,6,0.1,0.45,1
361,49,4.5,36949,14842,36,2,2,26.7,9090,1281,15.06,0.74,0,rent,vacation,married,secondary,0,1,0,17.9,61.3,4.6,3,0.43,0.71,0
362,28,0.9,29744,7247,24,1,4,12.2,32107,1229,12.89,0.52,0,rent,other,married,secondary,2,0,0,14.3,59.9,5.8,2,0.21,0.72,0
363,39,4.4,56187,9528,36,0,1,20.8,0,388,8.93,0.43,0,mortgage,car,single,secondary,2,1,0,12.7,48.7,1.8,1,0.19,0.63,1
364,35,23.8,10730,5075,24,0,5,12.7,3376,1568,3.5,0.48,0,mortgage,car,married,tertiary,1,1,0,21.5,61.9,2.0,6,0.34,0.69,1
365,46,0.7,16275,7782,12,1,1,19.8,14661,2222,9.36,0.98,0,rent,vacation,single,secondary,4,1,0,14.7,36.3,4.3,3,0.19,0.46,1
366,43,6.2,17241,7658,48,0,2,27.2,2231,2714,7.74,0.47,1,mortgage,car,single,secondary,0,1,1,5.3,60.3,2.4,4,0.21,0.67,1
367,28,0.6,15269,4120,24,2,1,0.0,0,-759,8.76,0.44,0,mortgage,vacation,divorced,tertiary,1,1,0,2.1,63.0,1.7,6,0.44,0.7,1
368,59,1.9,71177,3106,48,0,2,42.8,5014,1026,6.98,0.66,0,rent,furniture,married,tertiary,3,0,0,18.0,69.1,7.2,4,0.13,0.63,1
369,32,13.6,19527,3813,24,0,4,13.8,0,-779,22.58,1.04,0,rent,car,married,secondary,2,1,0,3.2,84.8,2.4,10,0.47,0.59,0
370,41,1.8,20743,4102,24,0,1,16.0,0,737,14.56,0.85,1,own,car,married,secondary,4,1,0,0.9,67.1,2.5,3,0.45,0.55,1
371,44,4.3,23707,14463,48,1,2,15.4,11883,-917,13.9,0.53,0,rent,car,married,secondary,0,1,0,10.1,64.5,3.0,4,0.49,0.72,1
372,50,7.0,33227,7193,36,0,1,25.8,0,-183,16.27,0.7,0,mortgage,business,divorced,secondary,0,1,0,16.7,87.8,2.5,4,0.22,0.39,0
373,37,0.7,9352,14951,24,0,3,14.2,6522,153,21.37,0.74,0,mortgage,furniture,married,secondary,2,1,0,12.7,43.8,2.0,7,0.34,0.58,0
374,44,18.6,17146,9103,24,1,2,21.3,8364,1552,19.14,0.51,0,own,business,married,secondary,1,1,1,4.3,97.1,3.3,8,0.19,0.64,1
375,40,31.3,58728,11741,24,1,2,21.2,0,1116,14.4,0.49,0,mortgage,home_improvement,married,primary,1,1,0,7.0,61.4,1.9,8,0.31,0.33,1
376,44,12.5,44931,6688,12,1,1,16.0,12622,1259,9.39,0.29,0,rent,furniture,single,tertiary,0,1,0,14.9,85.9,3.4,2,0.18,0.75,1
377,27,15.5,27781,9927,48,0,5,0.0,2749,1101,16.36,0.95,0,mortgage,medical,married,secondary,4,1,0,4.3,85.7,7.6,5,0.31,0.47,0
378,38,1.0,33525,6907,36,1,2,7.1,4129,836,7.83,0.68,0,rent,home_improvement,married,secondary,1,1,1,7.4,44.8,2.5,5,0.18,0.51,1
379,54,6.6,257353,4237,24,0,5,27.6,918,-617,4.28,0.35,0,mortgage,vacation,married,primary,1,1,0,8.8,43.1,4.6,3,0.51,0.74,1
380,40,6.6,16871,4441,24,2,3,14.6,2631,331,10.16,1.06,0,own,business,widowed,primary,0,1,0,11.1,50.4,12.0,7,0.27,0.52,0
381,47,3.3,81697,5719,24,0,1,24.7,11144,348,22.86,0.87,0,mortgage,vacation,single,secondary,1,1,0,1.5,69.4,6.1,3,0.24,0.46,1
382,42,8.5,19904,10283,24,1,5,12.4,1735,-851,14.72,0.64,0,rent,furniture,married,secondary,2,1,0,17.9,76.5,5.2,5,0.37,0.44,0
383,57,0.8,38873,10600,24,1,2,26.2,4136,-1253,19.53,0.48,0,rent,car,divorced,secondary,0,1,0,20.5,61.6,2.3,1,0.24,0.42,1
384,53,10.2,26960,43771,12,3,5,37.3,3519,880,5.02,0.86,0,own,other,married,tertiary,0,0,0,13.2,50.5,2.0,11,0.33,0.42,0
385,44,14.7,12939,3449,48,2,3,22.4,8595,498,14.32,0.51,0,mortgage,car,married,tertiary,1,1,0,27.7,38.9,2.7,4,0.25,0.54,1
386,39,4.2,19480,7083,12,0,4,8.4,674,1214,14.0,0.96,0,rent,car,married,primary,1,1,0,15.6,55.3,2.4,3,0.5,0.45,0
387,31,9.7,29155,2615,48,0,2,5.6,5912,987,15.96,0.5,1,mortgage,other,single,secondary,3,1,0,5.6,66.2,3.2,5,0.2,0.32,1
388,45,3.6,13501,22218,36,5,6,13.5,4998,-1103,6.99,0.47,0,own,vacation,married,secondary,2,1,0,15.0,57.3,1.7,3,0.37,0.65,0
389,46,4.7,11928,14086,36,2,1,22.3,23152,-164,7.91,0.34,1,mortgage,medical,married,tertiary,0,1,0,16.0,45.7,10.8,4,0.42,0.64,0
390,40,27.8,12296,8702,36,0,3,17.3,7115,500,14.48,0.29,0,free,car,single,primary,1,1,0,21.6,67.5,2.5,4,0.3,0.55,1
391,34,2.3,83740,9055,12,1,3,8.6,0,-184,6.84,1.03,0,mortgage,car,single,secondary,1,1,0,3.1,84.1,1.6,2,0.21,0.65,1
392,31,7.3,96621,9351,24,2,1,8.4,11487,2088,13.17,0.79,0,mortgage,car,married,primary,0,0,1,8.5,35.8,2.5,6,0.39,0.55,1
393,33,2.8,32940,17036,48,0,7,7.7,0,-563,8.11,0.31,0,own,home_improvement,divorced,tertiary,0,1,0,13.2,73.8,4.0,7,0.51,0.46,1
394,43,14.6,40693,8886,24,1,2,21.7,0,-588,18.05,0.55,0,own,car,married,tertiary,4,1,0,17.4,72.4,4.8,3,0.17,0.65,1
395,36,2.4,24881,9050,36,0,1,18.1,7713,1394,27.07,0.49,0,rent,vacation,divorced,tertiary,0,1,0,10.3,43.6,1.8,3,0.19,0.69,1
396,39,5.3,51188,4760,24,0,0,17.8,0,987,13.27,1.07,0,mortgage,furniture,married,secondary,3,1,0,10.8,29.5,1.1,2,0.52,0.68,0
397,34,1.1,48124,14713,24,0,3,5.6,1663,1811,9.89,0.6,0,own,furniture,married,primary,0,1,0,31.5,47.4,3.0,2,0.22,0.71,1
398,38,4.9,19828,19621,48,0,1,9.9,13349,1597,10.31,0.62,0,free,business,married,secondary,4,0,0,13.8,33.4,1.8,5,0.45,0.72,0
399,54,1.5,49307,4940,24,2,1,23.3,15479,-185,5.42,0.29,0,own,business,single,tertiary,1,1,1,0.4,56.9,8.2,2,0.18,0.49,1
400,50,6.1,44549,15922,12,1,2,28.1,16171,686,13.49,0.62,0,own,furniture,married,secondary,0,0,0,7.2,51.3,3.4,6,0.49,0.5,1
401,30,2.8,29539,15312,48,2,0,8.1,2680,-68,6.33,0.57,0,mortgage,business,single,primary,0,1,0,4.8,82.3,2.5,5,0.27,0.75,0
402,49,0.4,15274,4498,36,0,2,23.0,1263,2003,8.01,0.47,0,rent,business,widowed,secondary,1,1,0,12.1,70.1,2.2,5,0.44,0.64,1
403,21,18.0,77995,10244,12,3,1,0.0,6555,508,9.86,0.6,0,own,vacation,married,secondary,2,1,1,12.8,69.7,4.1,6,0.3,0.82,1
404,37,2.1,35201,9232,12,1,1,8.9,0,549,12.92,0.36,1,rent,home_improvement,married,secondary,0,1,0,18.8,72.9,6.6,4,0.28,0.38,1
405,51,10.0,29900,17988,48,3,4,28.7,31715,-791,9.21,0.85,0,own,business,single,secondary,0,1,0,12.9,83.3,5.4,3,0.56,0.76,0
406,44,8.6,113192,7449,12,0,1,21.3,8971,1479,8.48,0.61,0,rent,vacation,married,primary,2,1,0,3.3,86.4,3.0,1,0.33,0.36,1
407,44,4.4,16708,23092,36,3,5,20.6,5276,-1058,6.87,0.78,1,free,home_improvement,single,secondary,0,1,0,19.8,80.2,6.2,7,0.55,0.52,0
408,33,13.9,32008,12349,12,0,7,16.4,28409,1511,16.0,0.19,0,own,car,single,primary,0,1,1,21.7,33.1,2.1,5,0.07,0.42,1
409,30,0.5,11826,5307,24,0,2,3.1,1960,1321,11.34,0.7,0,own,car,divorced,tertiary,1,1,0,21.7,40.3,2.1,1,0.41,0.53,1
410,34,5.9,16824,7801,48,2,2,10.3,1235,153,24.01,0.71,0,rent,medical,married,tertiary,2,1,0,1.4,73.4,9.3,7,0.07,0.38,1
411,41,0.2,12797,35217,60,1,0,17.8,0,-773,13.13,0.73,0,mortgage,education,single,secondary,4,1,0,8.8,60.9,2.4,3,0.43,0.53,0
412,53,24.6,20394,5333,48,0,3,24.0,0,100,14.14,0.55,0,rent,business,married,secondary,0,1,0,6.0,72.1,3.6,3,0.58,0.62,0
413,44,6.7,19866,4905,36,1,4,19.1,0,767,9.39,1.11,0,mortgage,car,single,secondary,4,1,0,18.7,51.1,2.8,8,0.13,0.71,1
414,35,0.0,31018,1281,12,0,4,6.5,2805,-166,18.55,0.28,0,rent,home_improvement,married,secondary,2,1,0,21.3,68.6,11.6,7,0.3,0.62,1
415,21,0.7,16512,8340,60,0,2,1.2,1105,249,12.99,1.0,0,mortgage,education,married,primary,1,1,0,13.4,58.1,3.0,2,0.19,0.75,0
416,35,12.6,20654,6060,36,0,3,14.5,0,-3012,12.43,0.31,0,mortgage,home_improvement,married,secondary,2,1,0,18.9,67.3,3.8,2,0.31,0.77,1
417,24,4.1,24228,4001,48,0,0,1.8,0,-708,10.63,0.33,0,rent,home_improvement,single,primary,0,1,0,21.5,75.7,2.8,3,0.02,0.83,1
418,32,7.2,13142,4410,12,3,1,8.8,12520,487,4.72,0.14,0,own,car,divorced,secondary,0,1,0,12.9,76.3,4.2,8,0.1,0.4,1
419,44,4.3,59044,8165,36,0,7,14.6,0,37,14.32,1.02,0,own,car,married,secondary,3,1,0,3.4,75.1,4.5,3,0.24,0.74,0
420,50,6.2,15287,6476,48,0,1,25.2,0,-846,12.72,0.45,0,own,medical,married,secondary,3,1,0,26.1,67.2,1.5,1,0.84,0.65,1
421,37,7.9,46635,7602,36,0,0,19.3,0,496,11.25,0.9,0,mortgage,car,married,tertiary,0,0,0,20.3,52.1,2.8,6,0.04,0.42,1
422,58,1.2,46542,8923,24,3,1,30.8,0,-1074,21.12,0.62,0,mortgage,other,married,secondary,2,1,0,21.2,49.8,5.9,3,0.42,0.41,1
423,53,3.7,81554,14795,24,0,0,29.7,0,-602,15.02,0.4,0,own,business,single,secondary,2,1,0,6.3,39.4,4.8,6,0.12,0.26,1
424,34,7.0,11435,18734,36,0,3,9.2,0,1292,13.5,0.86,0,mortgage,furniture,single,secondary,1,1,1,15.7,73.5,3.9,3,0.28,0.78,0
425,55,4.1,62366,7957,24,0,2,24.6,1822,63,11.76,0.7,0,own,home_improvement,single,secondary,0,0,0,8.8,67.4,6.7,4,0.25,0.9,1
426,33,10.1,17679,16318,36,2,0,5.9,17392,665,4.6,0.49,0,mortgage,car,single,primary,1,1,0,25.1,86.0,5.5,3,0.4,0.61,0
427,60,14.7,41876,6676,48,1,0,44.6,31287,1787,14.5,0.44,0,mortgage,car,married,secondary,0,1,0,18.2,54.7,2.7,5,0.53,0.64,1
428,42,6.9,32888,18813,12,0,3,22.4,2583,1149,9.29,0.89,0,free,home_improvement,single,secondary,2,1,0,12.0,70.7,3.9,5,0.24,0.4,1
429,42,2.5,24361,7775,24,0,0,16.0,1482,2217,20.19,0.43,0,rent,home_improvement,married,primary,3,1,0,21.7,60.1,3.5,4,0.14,0.13,1
430,36,3.6,20280,18218,24,3,2,15.2,4583,1599,24.66,0.71,0,rent,business,single,tertiary,0,1,0,3.4,64.0,2.4,5,0.46,0.41,0
431,52,6.9,14446,1823,48,0,1,31.6,10354,-364,10.22,1.05,1,rent,home_improvement,divorced,secondary,0,1,0,4.4,70.4,3.9,4,0.46,0.59,1
432,41,10.7,33829,5973,60,0,2,17.3,4564,-916,14.22,0.7,0,mortgage,business,married,tertiary,3,1,0,14.1,71.0,2.2,7,0.36,0.5,1
433,39,0.1,21782,5046,48,0,1,18.7,12391,-645,10.36,0.76,0,mortgage,vacation,married,tertiary,0,1,0,5.8,76.8,4.1,2,0.08,0.7,0
434,30,0.1,20476,10833,24,2,6,9.9,0,3799,11.61,0.51,0,own,furniture,single,secondary,2,1,0,12.5,42.2,3.4,4,0.58,0.49,1
435,22,0.4,39559,1856,24,0,4,0.0,5167,507,9.62,0.88,0,mortgage,vacation,single,tertiary,0,1,0,4.7,57.1,1.6,4,0.54,0.39,1
436,43,3.2,27679,4384,24,3,0,21.3,4054,-281,16.23,0.92,0,own,vacation,single,secondary,0,1,0,11.6,69.9,2.7,2,0.68,0.52,0
437,35,0.2,61616,7771,12,2,6,15.4,3268,417,17.45,0.8,0,mortgage,car,divorced,primary,0,1,0,25.9,87.9,5.6,3,0.42,0.57,1
438,53,1.4,26990,3946,48,2,2,33.4,4115,1536,16.49,0.58,0,free,car,married,tertiary,0,1,0,4.2,50.0,5.5,2,0.23,0.6,1
439,36,0.4,15840,3506,24,2,1,11.7,0,671,9.06,0.53,0,rent,business,married,tertiary,0,1,0,15.6,76.4,2.4,4,0.4,0.62,1
440,45,2.8,13847,3602,12,0,0,26.2,4236,2649,18.45,0.7,0,mortgage,furniture,single,secondary,0,1,0,10.4,71.3,3.7,4,0.29,0.43,1
441,49,7.2,31293,6909,48,0,0,24.6,0,-849,17.04,0.8,0,mortgage,home_improvement,divorced,secondary,0,1,0,23.7,45.1,1.2,2,0.28,0.74,0
442,42,0.9,11173,23446,48,0,1,22.3,2156,-1859,10.79,0.5,0,own,furniture,single,tertiary,1,1,0,12.8,40.3,1.2,2,0.57,0.39,0
443,39,5.8,35300,9142,48,1,2,16.7,7115,1664,11.07,0.32,0,rent,home_improvement,married,tertiary,0,1,0,5.6,32.8,1.6,5,0.23,0.34,1
444,22,9.0,7077,5609,24,0,0,0.0,0,-97,22.07,0.4,0,rent,furniture,married,primary,1,1,0,20.9,62.3,1.1,4,0.26,0.57,0
445,38,13.1,18660,15208,12,0,4,21.1,1249,1860,10.78,0.75,0,own,car,single,secondary,1,1,0,10.3,71.1,3.3,4,0.16,0.79,1
446,43,1.4,59346,12089,36,0,2,12.8,0,836,12.88,0.67,0,own,business,married,secondary,0,1,0,18.1,77.9,1.4,5,0.57,0.74,1
447,34,11.7,43535,18095,36,1,0,8.8,28783,510,9.81,0.21,0,own,furniture,married,secondary,1,1,0,3.8,65.4,4.4,1,0.13,0.8,1
448,45,4.5,15363,11373,60,0,5,20.9,2703,1064,6.96,0.74,0,mortgage,car,married,tertiary,1,1,1,18.1,60.1,8.1,6,0.31,0.65,1
449,43,2.6,14507,12177,24,0,2,23.2,9240,441,11.15,0.3,1,mortgage,home_improvement,single,secondary,1,1,0,13.8,80.8,3.2,2,0.28,0.4,1
450,47,8.3,23019,16501,60,0,3,16.9,19776,-504,8.27,0.88,0,mortgage,business,single,secondary,0,1,0,3.6,62.9,4.1,3,0.22,0.81,0
451,28,0.2,15502,5714,24,0,1,0.0,6231,-1329,3.54,0.8,0,own,car,married,tertiary,1,1,0,14.0,63.9,1.7,4,0.21,0.54,1
452,43,13.9,233993,12266,24,0,3,12.3,0,-740,9.51,0.82,0,mortgage,home_improvement,married,secondary,2,1,0,10.0,37.9,1.4,3,0.43,0.33,0
453,55,1.8,21568,6413,36,0,3,34.6,6316,-459,4.48,0.99,0,rent,car,single,secondary,1,1,0,27.6,33.0,3.6,4,0.29,0.19,0
454,39,3.7,19545,2020,60,0,0,13.1,382,-289,6.1,0.54,0,own,vacation,single,secondary,3,0,0,33.2,85.8,4.7,4,0.3,0.31,1
455,37,5.8,53604,10690,36,0,1,13.4,4916,-751,11.24,0.27,0,own,business,married,primary,2,1,0,6.4,67.8,3.0,6,0.12,0.36,1
456,33,22.2,160490,5601,36,0,0,9.5,9962,76,8.96,0.51,0,rent,education,single,tertiary,0,1,0,18.2,66.5,4.6,1,0.5,0.83,1
457,51,0.3,34525,18717,36,0,0,33.3,9793,524,5.97,0.71,0,rent,home_improvement,single,tertiary,2,1,0,6.1,63.0,2.5,5,0.29,0.41,1
458,38,2.4,19243,2744,48,3,1,18.8,7461,-481,9.28,0.48,0,own,other,married,secondary,1,0,0,24.0,66.3,3.0,8,0.26,0.56,1
459,41,1.0,19368,4374,24,0,4,14.2,4076,1016,18.47,0.52,0,mortgage,business,divorced,secondary,1,1,0,7.8,49.6,2.8,5,0.29,0.52,1
460,39,9.2,85387,4078,36,0,6,19.3,0,3992,5.83,0.86,0,mortgage,business,single,secondary,0,1,0,15.5,64.3,2.0,5,0.32,0.44,1
461,64,0.0,18408,21342,36,0,2,42.3,1391,2655,21.73,0.76,0,own,car,married,secondary,1,1,1,5.6,67.7,4.5,3,0.37,0.9,0
462,34,3.4,40752,9625,12,0,2,13.2,0,-208,10.15,0.45,0,mortgage,furniture,single,primary,0,1,0,22.7,85.1,5.6,5,0.14,0.92,1
463,29,9.1,47061,7706,36,1,5,6.0,4706,-47,11.94,0.47,0,own,furniture,single,tertiary,0,1,0,10.3,47.9,2.1,1,0.1,0.67,1
464,38,28.2,67735,15744,48,0,0,9.4,6847,795,13.78,0.22,0,mortgage,home_improvement,widowed,tertiary,1,1,0,8.1,70.8,1.8,1,0.58,0.47,1
465,50,5.2,57723,23139,24,0,2,30.6,14029,-771,12.07,0.69,1,mortgage,furniture,married,secondary,3,1,0,7.4,58.9,2.6,5,0.28,0.46,1
466,33,0.8,42575,14883,24,1,0,3.9,505,42,11.58,0.57,1,mortgage,education,married,secondary,1,1,0,8.5,51.6,3.5,3,0.04,0.29,1
467,52,13.8,18506,3506,60,5,3,30.4,2229,1947,12.16,0.85,0,rent,business,married,secondary,3,0,0,14.2,92.1,0.9,7,0.28,0.21,0
468,41,3.5,26553,5863,24,0,3,13.9,1295,-280,8.02,0.55,0,rent,medical,married,secondary,2,1,0,4.0,65.7,2.3,5,0.45,0.19,1
469,22,7.7,49918,35660,36,0,2,0.0,0,706,14.22,0.56,0,own,education,single,secondary,1,1,0,17.0,75.2,5.0,1,0.33,0.69,1
470,37,17.6,90552,8115,36,3,0,15.5,0,2102,16.74,0.45,0,own,vacation,single,tertiary,0,1,0,6.1,62.2,1.5,3,0.42,0.88,1
471,55,0.1,46189,9897,12,2,4,28.8,4699,-722,17.13,0.57,0,own,business,divorced,primary,1,1,0,9.6,69.7,8.8,1,0.21,0.56,1
472,48,1.8,18651,9580,36,1,3,21.2,420,1225,16.28,0.51,0,own,vacation,single,secondary,0,1,0,15.8,81.6,3.3,7,0.57,0.41,1
473,31,19.0,30700,4329,48,1,1,7.7,2968,2447,15.06,0.6,0,own,furniture,married,primary,0,1,0,23.7,73.2,6.9,2,0.33,0.65,1
474,56,5.2,12727,6439,48,4,2,31.7,3036,3170,10.26,0.59,0,rent,home_improvement,single,secondary,0,1,1,7.8,60.8,2.1,6,0.31,0.69,1
475,28,6.1,30128,5497,36,0,3,4.8,2120,2037,14.74,0.91,0,mortgage,education,married,tertiary,0,1,0,3.5,50.6,2.9,5,0.16,0.71,1
476,32,3.2,32899,8291,36,0,1,7.8,4578,964,18.04,1.01,0,rent,car,single,tertiary,1,0,0,11.7,54.0,4.5,10,0.19,0.72,0
477,40,9.7,22579,1935,60,1,1,15.5,4095,1632,6.56,0.54,0,rent,business,single,secondary,0,1,0,8.8,50.1,2.9,4,0.32,0.6,1
478,36,0.2,32251,19309,24,3,2,9.1,23213,-1852,14.5,0.77,0,mortgage,education,single,secondary,0,1,0,1.9,75.0,2.6,4,0.1,0.7,0
479,43,7.2,24820,6316,36,0,4,17.6,2043,-290,10.67,0.51,0,mortgage,car,married,tertiary,2,0,0,4.1,55.5,1.9,5,0.11,0.85,1
480,34,24.7,30951,5819,36,2,2,10.3,0,1695,8.47,0.44,0,rent,business,married,secondary,1,1,0,3.1,61.2,4.9,4,0.68,0.81,1
481,30,3.8,53436,13268,24,1,1,3.7,1356,359,3.5,0.4,0,mortgage,car,married,secondary,1,1,0,17.9,67.3,2.3,1,0.18,0.5,1
482,38,17.4,28479,8557,48,1,0,19.0,0,-696,19.97,0.96,0,mortgage,education,married,tertiary,2,1,0,10.7,76.0,2.0,5,0.1,0.53,1
483,59,0.7,23736,17865,36,2,3,27.9,3596,2558,4.12,0.34,1,mortgage,business,single,secondary,2,1,0,9.7,88.0,4.0,6,0.22,0.56,1
484,45,4.8,33868,17410,36,0,1,22.8,1051,2675,11.71,0.28,0,rent,business,widowed,tertiary,1,1,0,24.7,47.1,3.6,1,0.53,0.42,1
485,30,1.3,44965,33704,48,1,2,0.0,1329,-311,6.36,0.61,1,own,vacation,married,tertiary,1,1,0,9.6,41.2,3.1,2,0.3,0.74,1
486,41,1.8,55335,31683,24,1,5,19.4,0,1547,25.04,0.52,0,rent,home_improvement,married,tertiary,2,1,0,8.4,73.5,2.6,7,0.53,0.32,1
487,28,4.1,26387,11141,24,0,4,0.9,37038,197,4.48,0.37,0,own,home_improvement,married,secondary,2,1,0,4.2,80.8,3.0,5,0.23,0.26,1
488,37,4.0,23072,21301,48,1,3,13.5,3412,-551,11.46,0.51,0,rent,business,divorced,secondary,2,1,0,35.3,47.7,4.9,2,0.3,0.71,0
489,25,5.2,17648,21372,36,0,1,5.0,1021,130,11.25,0.85,0,own,vacation,married,secondary,1,1,0,7.6,39.8,4.2,4,0.39,0.47,0
490,38,3.9,35079,8479,60,0,3,10.2,0,365,9.46,0.62,0,rent,car,single,tertiary,0,1,0,15.1,64.5,2.4,3,0.26,0.91,1
491,34,9.8,14212,24151,24,2,3,7.3,21522,-1638,16.75,0.53,0,mortgage,vacation,single,primary,3,1,0,28.7,44.6,3.5,7,0.41,0.51,0
492,36,1.8,33768,3457,36,1,6,12.3,1422,-190,15.73,0.69,0,own,other,single,primary,0,1,1,19.9,57.6,7.3,0,0.35,0.5,1
493,35,0.4,46353,17503,60,2,1,11.9,0,61,20.24,0.79,0,rent,home_improvement,married,tertiary,0,1,0,27.4,82.7,3.2,0,0.45,0.61,1
494,43,14.0,24037,31266,36,0,1,16.3,1951,7,10.81,0.57,0,mortgage,home_improvement,married,tertiary,2,1,0,10.0,94.2,4.0,4,0.1,0.53,0
495,36,1.5,27597,20698,12,0,3,13.9,1930,2454,8.14,0.78,0,mortgage,business,widowed,secondary,1,1,0,8.5,70.2,3.3,5,0.35,0.25,0
496,28,6.3,9872,20137,36,2,3,8.7,2439,1742,7.93,0.2,0,rent,home_improvement,single,secondary,0,1,0,8.1,57.3,2.0,1,0.23,0.36,0
497,44,5.6,44238,2538,24,1,7,24.5,7922,1508,14.27,1.08,0,mortgage,home_improvement,married,secondary,1,1,1,34.2,92.2,3.6,5,0.17,0.42,1
498,33,7.2,99788,7581,48,0,2,12.1,7787,1066,11.54,0.32,0,rent,medical,single,secondary,4,1,0,6.8,92.2,3.0,4,0.37,0.79,1
